Fecha,Presentacion,Origen,Destino,Transporte,Volumen ton
2017-03-22,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,315.0
2017-03-23,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,7.0
2017-03-23,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,315.0
2017-03-23,Caja de 9 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,39.98
2017-03-23,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,43.8
2017-03-24,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,345.0
2017-03-24,Caja de 9 kg.,Morelos,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,40.8
2017-03-24,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,56.89
2017-03-27,Kilogramo,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,40.18
2017-03-28,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,300.0
2017-03-28,Caja de 9 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,40.18
2017-03-28,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,85.39
2017-03-29,Caja de 9 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,39.67
2017-03-29,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,83.93
2017-03-29,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,300.0
2017-03-30,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,8.0
2017-03-30,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2017-03-30,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,40.17
2017-03-31,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2017-03-31,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,38.0
2017-04-03,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,45.63
2017-04-04,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,22.0
2017-04-04,Caja de 20 kg.,Yucatán,Yucatán: Central de Abasto de Mérida,Redilas,10.0
2017-04-04,Caja de 10 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Trailer,30.0
2017-04-05,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2017-04-06,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,9.0
2017-04-06,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,330.0
2017-04-06,Caja de 8 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,64.38
2017-04-07,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2017-04-07,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,42.86
2017-04-10,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,49.63
2017-04-11,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,285.0
2017-04-11,Caja de 9 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,39.4
2017-04-11,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,45.86
2017-04-12,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-04-12,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,40.08
2017-04-18,Caja de 9 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,38.46
2017-04-18,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,43.98
2017-04-19,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2017-04-20,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,8.0
2017-04-20,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2017-04-21,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2017-04-21,Caja de 9 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,41.16
2017-04-21,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,55.76
2017-04-25,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2017-04-26,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,285.0
2017-04-26,Caja de 9 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,38.43
2017-04-26,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,45.67
2017-04-27,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,7.0
2017-04-27,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-04-28,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,295.0
2017-05-02,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2017-05-02,Caja de 10 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Trailer,50.0
2017-05-02,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,37.9
2017-05-03,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-05-04,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,6.0
2017-05-04,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,180.0
2017-05-08,Caja de 9 kg.,Morelos,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,40.93
2017-05-09,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2017-05-10,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2017-05-11,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,5.0
2017-05-11,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-05-11,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,37.96
2017-05-12,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2017-05-12,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,20.0
2017-05-16,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,39.51
2017-05-16,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,38.1
2017-05-16,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2017-05-17,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2017-05-18,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,5.0
2017-05-18,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2017-05-18,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,40.06
2017-05-18,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,32.62
2017-05-18,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,45.2
2017-05-19,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2017-05-19,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,43.7
2017-05-22,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,68.76
2017-05-23,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2017-05-24,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-05-25,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,5.0
2017-05-25,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2017-05-25,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,37.8
2017-05-26,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,180.0
2017-05-30,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2017-05-31,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-06-01,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,4.0
2017-06-01,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2017-06-02,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-06-06,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2017-06-06,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,73.92
2017-06-06,Arpilla de 20 kg.,Veracruz,Yucatán: Central de Abasto de Mérida,Trailer,20.0
2017-06-06,Arpilla de 10 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Trailer,40.0
2017-06-06,Arpilla de 10 kg.,Michoacán,Yucatán: Central de Abasto de Mérida,Trailer,40.0
2017-06-07,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-06-08,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,4.0
2017-06-08,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2017-06-08,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,41.99
2017-06-09,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2017-06-09,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,27.37
2017-06-13,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,315.0
2017-06-14,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,285.0
2017-06-15,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2017-06-15,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,3.0
2017-06-15,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,39.48
2017-06-15,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,41.92
2017-06-16,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-06-20,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-06-20,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,42.12
2017-06-21,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2017-06-21,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,40.02
2017-06-22,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,3.0
2017-06-22,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2017-06-23,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2017-06-27,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-06-28,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,300.0
2017-06-29,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,3.0
2017-06-29,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-06-29,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,36.94
2017-06-30,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2017-07-03,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,84.0
2017-07-04,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2017-07-04,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,81.36
2017-07-04,Caja de 20 kg.,Chiapas,Yucatán: Central de Abasto de Mérida,Trailer,15.0
2017-07-04,Caja de 10 kg.,Michoacán,Yucatán: Central de Abasto de Mérida,Trailer,20.0
2017-07-04,Caja de 10 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Trailer,20.0
2017-07-05,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2017-07-06,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,2.0
2017-07-06,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2017-07-07,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2017-07-07,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,42.6
2017-07-07,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,74.97
2017-07-10,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,42.28
2017-07-11,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-07-11,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,10.0
2017-07-12,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2017-07-12,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,36.79
2017-07-13,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2017-07-13,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,3.0
2017-07-14,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2017-07-18,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2017-07-19,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2017-07-20,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2017-07-21,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2017-07-21,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,70.22
2017-07-25,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-07-26,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2017-07-26,Caja de 9 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,42.95
2017-07-26,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,36.1
2017-07-27,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,3.0
2017-07-27,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2017-07-28,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2017-07-28,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Trailer,30.0
2017-07-28,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,34.87
2017-08-01,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2017-08-01,Caja de 20 kg.,Yucatán,Yucatán: Central de Abasto de Mérida,Redilas,10.0
2017-08-01,Caja de 10 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Trailer,18.0
2017-08-01,Caja de 9 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,37.86
2017-08-01,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,45.23
2017-08-02,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-08-02,Caja de 9 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,41.47
2017-08-02,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,35.83
2017-08-03,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,4.0
2017-08-03,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2017-08-03,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,48.91
2017-08-04,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2017-08-08,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2017-08-09,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,285.0
2017-08-10,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,4.0
2017-08-10,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,180.0
2017-08-10,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,38.99
2017-08-11,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2017-08-15,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-08-16,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2017-08-17,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,4.0
2017-08-17,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2017-08-17,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,22.0
2017-08-18,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2017-08-22,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2017-08-23,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,300.0
2017-08-24,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,3.0
2017-08-24,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Rabón,225.0
2017-08-25,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2017-08-29,Caja de 9 kg.,Morelos,Jalisco: Mercado de Abasto de Guadalajara,Torton,285.0
2017-08-29,Caja de 8 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,42.91
2017-08-29,Caja de 8 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,38.17
2017-08-30,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2017-08-30,Caja de 8 kg.,Morelos,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,35.16
2017-08-31,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,315.0
2017-09-01,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2017-09-01,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,39.95
2017-09-05,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2017-09-05,Caja de 20 kg.,Yucatán,Yucatán: Central de Abasto de Mérida,Redilas,15.0
2017-09-05,Caja de 10 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Trailer,25.0
2017-09-06,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,285.0
2017-09-07,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,3.0
2017-09-07,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2017-09-08,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-09-12,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,300.0
2017-09-13,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,195.0
2017-09-14,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,3.0
2017-09-14,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2017-09-14,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,39.92
2017-09-15,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2017-09-18,Caja de 9 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,38.31
2017-09-18,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,45.93
2017-09-19,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,285.0
2017-09-20,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-09-20,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,75.71
2017-09-21,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,3.0
2017-09-21,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2017-09-21,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,39.49
2017-09-22,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,210.0
2017-09-26,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,300.0
2017-09-26,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,75.35
2017-09-27,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2017-09-28,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,4.0
2017-09-28,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2017-09-29,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,240.0
2017-10-03,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,345.0
2017-10-03,Caja de 20 kg.,Yucatán,Yucatán: Central de Abasto de Mérida,Redilas,14.0
2017-10-03,Caja de 10 kg.,Distrito Federal,Yucatán: Central de Abasto de Mérida,Trailer,20.0
2017-10-04,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,225.0
2017-10-05,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,3.0
2017-10-05,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,255.0
2017-10-05,Caja de 9 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,39.6
2017-10-06,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,315.0
2017-10-10,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,285.0
2017-10-10,Caja de 9 kg.,Jalisco,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,37.9
2017-10-10,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,42.84
2017-10-10,Caja de 9 kg.,Michoacán,"Nuevo León: Mercado de Abasto ""Estrella"" de San Nicolás de los Garza",Trailer,39.71
2017-10-11,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2017-10-12,Caja de 20 kg.,Distrito Federal,México: Central de Abasto de Ecatepec,Redilas,3.0
2017-10-12,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,270.0
2017-10-13,Caja de 9 kg.,Michoacán,Jalisco: Mercado de Abasto de Guadalajara,Torton,360.0
